================================================
  NLOC    CCN   token  PARAM  length  location  
     34       7.7     1.0       57.3         3     ./topic_statistics_cpp/src/member_function_with_topic_statistics.cpp
     28       5.7     1.0       40.0         3     ./topic_statistics_cpp/src/subscriber_member_function1.cpp
     36       7.0     1.0       51.7         3     ./topic_statistics_cpp/src/publisher_member_function1.cpp
     53      11.2     2.0       84.5         4     ./action_tutorials_py/action_tutorials_py/fibonacci_action_server.py
     36       4.8     1.2       39.7         6     ./action_tutorials_py/action_tutorials_py/fibonacci_action_client.py
     25       0.0     0.0        0.0         0     ./action_tutorials_py/setup.py
     40       8.0     1.8       62.5         4     ./simple_service_client_py/simple_service_client_py/service_member_function.py
     52      11.0     2.2       84.5         4     ./simple_service_client_py/simple_service_client_py/client_member_function.py
     25       0.0     0.0        0.0         0     ./simple_service_client_py/setup.py
     58      13.0     1.7      103.7         3     ./simple_publisher_subscriber_cpp/src/publisher_member_function.cpp
     72      12.8     1.8      100.2         4     ./simple_publisher_subscriber_cpp/src/subscriber_member_function.cpp
     10       0.0     0.0        0.0         0     ./polygon_plugins/include/polygon_plugins/polygon_plugins.hpp
      0       0.0     0.0        0.0         0     ./polygon_plugins/include/polygon_plugins/visibility_control.h
     40       4.0     1.0       16.2         5     ./polygon_plugins/src/polygon_plugins.cpp

===============================================================================================================
No thresholds exceeded (cyclomatic_complexity > 15 or length > 1000 or nloc > 1000000 or parameter_count > 100)
==========================================================================================
Total nloc   Avg.NLOC  AvgCCN  Avg.token   Fun Cnt  Warning cnt   Fun Rt   nloc Rt
------------------------------------------------------------------------------------------
      1067       9.9     1.7       74.4       73            0      0.00    0.00
